record_id,seller,raw_product_name,raw_description,canonical_name,species_group,category,treatment,expected_size_hint,best_alias,alias_variant,ambiguity_level,manual_review_recommended,normalization_note,source_type,source_url
LLX-0108,Vendor Price Sheet,DOUG FIR LARCH 2x6x8 #2&BTR,Seller-style listing for DOUG FIR LARCH 2x6x8 #2&BTR. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,2x6x8,Doug Fir Larch,DOUG FIR LARCH,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0109,Lowes,Doug-Fir-Larch 4x4x8 Prime,Seller-style listing for Doug-Fir-Larch 4x4x8 Prime. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,4x4x8,Doug Fir Larch,Doug-Fir-Larch,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0110,Home Depot,Douglas-Fir-KD 1 x 4 x 8 #2&BTR,Seller-style listing for Douglas-Fir-KD 1 x 4 x 8 #2&BTR. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,1x4x8,Douglas Fir KD,Douglas-Fir-KD,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0111,Menards,DouglasFirKD 15/32x4x8 Prime,Seller-style listing for DouglasFirKD 15/32x4x8 Prime. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,15/32x4x8,Douglas Fir KD,DouglasFirKD,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0112,Local Yard,DOUGLAS FIR KD 2x4x10 S4S Lumber,Seller-style listing for DOUGLAS FIR KD 2x4x10 S4S Lumber. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,2x4x10,Douglas Fir KD,DOUGLAS FIR KD,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0113,84 Lumber,DOUGLAS FIR S4S 2x6x8 Prime,Seller-style listing for DOUGLAS FIR S4S 2x6x8 Prime. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,2x6x8,Douglas Fir S4S,DOUGLAS FIR S4S,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0114,Builder Supply,Douglass Fir S4S 4x4x8 S4S,Seller-style listing for Douglass Fir S4S 4x4x8 S4S. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,4x4x8,Douglas Fir S4S,Douglass Fir S4S,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0115,Contractor Catalog,Douglas Fir S4S 3/4x4x8 Sanded,Seller-style listing for Douglas Fir S4S 3/4x4x8 Sanded. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,3/4x4x8,Douglas Fir S4S,Douglas Fir S4S,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0116,Independent Lumberyard,doug fir stud 15/32x4x8 S4S,Seller-style listing for doug fir stud 15/32x4x8 S4S. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,15/32x4x8,Doug Fir Stud,doug fir stud,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0117,ERP Legacy Import,Doug Fir Stud 2x4x10 Sanded,Seller-style listing for Doug Fir Stud 2x4x10 Sanded. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,2x4x10,Doug Fir Stud,Doug Fir Stud,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0118,Home Depot,Doug-Fir-Stud 2x10x12 #2&BTR,Seller-style listing for Doug-Fir-Stud 2x10x12 #2&BTR. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,2x10x12,Doug Fir Stud,Doug-Fir-Stud,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0119,Vendor Price Sheet,doug fir framing 4x4x8 Sanded Lumber,Seller-style listing for doug fir framing 4x4x8 Sanded Lumber. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,4x4x8,Doug Fir Framing,doug fir framing,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0120,Lowes,Doug-Fir-Framing 3/4x4x8 #2&BTR,Seller-style listing for Doug-Fir-Framing 3/4x4x8 #2&BTR. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,3/4x4x8,Doug Fir Framing,Doug-Fir-Framing,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0121,84 Lumber,Doug Fir Framing 2 x 4 x 92-5/8 Prime,Seller-style listing for Doug Fir Framing 2 x 4 x 92-5/8 Prime. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,2x4x92-5/8,Doug Fir Framing,Doug Fir Framing,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0122,Menards,DF#2 2x4x10 #2&BTR,Seller-style listing for DF#2 2x4x10 #2&BTR. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,2x4x10,DF #2,DF#2,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0123,Local Yard,df #2 2x10x12 Prime,Seller-style listing for df #2 2x10x12 Prime. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,2x10x12,DF #2,df #2,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0124,Independent Lumberyard,DF #2 5/4x6x12 S4S,Seller-style listing for DF #2 5/4x6x12 S4S. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,5/4x6x12,DF #2,DF #2,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0125,Builder Supply,DF No 2 3/4x4x8 Prime,Seller-style listing for DF No 2 3/4x4x8 Prime. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,3/4x4x8,DF No 2,DF No 2,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0126,Contractor Catalog,DFNo2 2x4x92-5/8 S4S Lumber,Seller-style listing for DFNo2 2x4x92-5/8 S4S Lumber. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,2x4x92-5/8,DF No 2,DFNo2,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0127,Vendor Price Sheet,df no 2 2x8x10 Sanded,Seller-style listing for df no 2 2x8x10 Sanded. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,2x8x10,DF No 2,df no 2,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0128,ERP Legacy Import,DFL-#2&BTR 2x10x12 S4S,Seller-style listing for DFL-#2&BTR 2x10x12 S4S. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,2x10x12,DFL #2&BTR,DFL-#2&BTR,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0129,Home Depot,dfl #2&btr 5/4x6x12 Sanded,Seller-style listing for dfl #2&btr 5/4x6x12 Sanded. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,5/4x6x12,DFL #2&BTR,dfl #2&btr,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0130,Menards,DFL#2&BTR 2x4x8 #2&BTR,Seller-style listing for DFL#2&BTR 2x4x8 #2&BTR. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Douglas Fir-Larch,Douglas Fir-Larch,Structural lumber,None,2x4x8,DFL #2&BTR,DFL#2&BTR,Medium,No,Often abbreviated DF-L or sold as Douglas Fir/Doug Fir; may refer to a formal species combination.,public terminology + synthetic seller-style alias,https://www.wwpa.org/resources/
LLX-0131,Lowes,Southern Yellow Pine 2x4x92-5/8 Sanded,Seller-style listing for Southern Yellow Pine 2x4x92-5/8 Sanded. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x4x92-5/8,Southern Yellow Pine,Southern Yellow Pine,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0132,84 Lumber,SouthernYellowPine 2 x 8 x 10 #2&BTR,Seller-style listing for SouthernYellowPine 2 x 8 x 10 #2&BTR. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x8x10,Southern Yellow Pine,SouthernYellowPine,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0133,Builder Supply,SYP 1x6x8 Prime Lumber,Seller-style listing for SYP 1x6x8 Prime Lumber. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,1x6x8,Southern Yellow Pine,SYP,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0134,Local Yard,SYP 5/4x6x12 #2&BTR,Seller-style listing for SYP 5/4x6x12 #2&BTR. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,5/4x6x12,SYP,SYP,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0135,Independent Lumberyard,syp 2x4x8 Prime,Seller-style listing for syp 2x4x8 Prime. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x4x8,SYP,syp,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0136,Independent Lumberyard,YellowPine 2x4x10 Stud Grade,Seller-style listing for YellowPine 2x4x10 Stud Grade. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x4x10,Yellow Pine,YellowPine,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0137,ERP Legacy Import,Yellow Pine 2x10x12 Appearance,Seller-style listing for Yellow Pine 2x10x12 Appearance. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x10x12,Yellow Pine,Yellow Pine,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0138,Home Depot,Yellow-Pine 5/4x6x12 Kiln Dried,Seller-style listing for Yellow-Pine 5/4x6x12 Kiln Dried. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,5/4x6x12,Yellow Pine,Yellow-Pine,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0139,Vendor Price Sheet,Southern-Pine 3/4x4x8 Appearance,Seller-style listing for Southern-Pine 3/4x4x8 Appearance. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,3/4x4x8,Southern Pine,Southern-Pine,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0140,Lowes,SouthernPine 2x4x92-5/8 Kiln Dried Lumber,Seller-style listing for SouthernPine 2x4x92-5/8 Kiln Dried Lumber. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x4x92-5/8,Southern Pine,SouthernPine,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0141,84 Lumber,SOUTHERN PINE 2x8x10 No. 2,Seller-style listing for SOUTHERN PINE 2x8x10 No. 2. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x8x10,Southern Pine,SOUTHERN PINE,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0142,Menards,Southern YP 2x10x12 Kiln Dried,Seller-style listing for Southern YP 2x10x12 Kiln Dried. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x10x12,Southern YP,Southern YP,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0143,Local Yard,southern yp 5/4 x 6 x 12 No. 2,Seller-style listing for southern yp 5/4 x 6 x 12 No. 2. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,5/4x6x12,Southern YP,southern yp,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0144,Independent Lumberyard,SouthernYP 2x4x8 Stud Grade,Seller-style listing for SouthernYP 2x4x8 Stud Grade. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x4x8,Southern YP,SouthernYP,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0145,Builder Supply,S. Yellow Pine 2x4x92-5/8 No. 2,Seller-style listing for S. Yellow Pine 2x4x92-5/8 No. 2. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x4x92-5/8,S. Yellow Pine,S. Yellow Pine,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0146,Contractor Catalog,s. yellow pine 2x8x10 Stud Grade,Seller-style listing for s. yellow pine 2x8x10 Stud Grade. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x8x10,S. Yellow Pine,s. yellow pine,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0147,Vendor Price Sheet,S. YELLOW PINE 1x6x8 Appearance Lumber,Seller-style listing for S. YELLOW PINE 1x6x8 Appearance Lumber. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,1x6x8,S. Yellow Pine,S. YELLOW PINE,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0148,ERP Legacy Import,sy pine 5/4x6x12 Stud Grade,Seller-style listing for sy pine 5/4x6x12 Stud Grade. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,5/4x6x12,SY Pine,sy pine,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0149,Home Depot,SY-Pine 2x4x8 Appearance,Seller-style listing for SY-Pine 2x4x8 Appearance. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x4x8,SY Pine,SY-Pine,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0150,Menards,SY PINE 2x6x12 Kiln Dried,Seller-style listing for SY PINE 2x6x12 Kiln Dried. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x6x12,SY Pine,SY PINE,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0151,Lowes,SYPLumber 2x8x10 Appearance,Seller-style listing for SYPLumber 2x8x10 Appearance. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x8x10,SYP Lumber,SYPLumber,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0152,84 Lumber,syp lumber 1x6x8 Kiln Dried,Seller-style listing for syp lumber 1x6x8 Kiln Dried. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,1x6x8,SYP Lumber,syp lumber,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0153,Builder Supply,SYP LUMBER 7/16x4x8 No. 2,Seller-style listing for SYP LUMBER 7/16x4x8 No. 2. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,7/16x4x8,SYP Lumber,SYP LUMBER,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0154,Local Yard,SYP #2 2 x 4 x 8 Kiln Dried Lumber,Seller-style listing for SYP #2 2 x 4 x 8 Kiln Dried Lumber. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x4x8,SYP #2,SYP #2,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0155,Independent Lumberyard,SYP#2 2x6x12 No. 2,Seller-style listing for SYP#2 2x6x12 No. 2. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x6x12,SYP #2,SYP#2,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0156,ERP Legacy Import,syp #2 1x4x8 Stud Grade,Seller-style listing for syp #2 1x4x8 Stud Grade. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,1x4x8,SYP #2,syp #2,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0157,Contractor Catalog,syp no 2 1x6x8 No. 2,Seller-style listing for syp no 2 1x6x8 No. 2. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,1x6x8,SYP No 2,syp no 2,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0158,Vendor Price Sheet,SYP No 2 7/16x4x8 Stud Grade,Seller-style listing for SYP No 2 7/16x4x8 Stud Grade. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,7/16x4x8,SYP No 2,SYP No 2,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0159,Lowes,SYP-No-2 2x6x8 Appearance,Seller-style listing for SYP-No-2 2x6x8 Appearance. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x6x8,SYP No 2,SYP-No-2,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0160,Home Depot,syp kd 2x6x12 Stud Grade,Seller-style listing for syp kd 2x6x12 Stud Grade. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x6x12,SYP KD,syp kd,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0161,Menards,SYP KD 1x4x8 Appearance Lumber,Seller-style listing for SYP KD 1x4x8 Appearance Lumber. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,1x4x8,SYP KD,SYP KD,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0162,Local Yard,SYP-KD 15/32x4x8 Kiln Dried,Seller-style listing for SYP-KD 15/32x4x8 Kiln Dried. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,15/32x4x8,SYP KD,SYP-KD,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0163,84 Lumber,Southern-Pine-Lumber 7/16x4x8 Appearance,Seller-style listing for Southern-Pine-Lumber 7/16x4x8 Appearance. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,7/16x4x8,Southern Pine Lumber,Southern-Pine-Lumber,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0164,Builder Supply,SouthernPineLumber 2x6x8 Kiln Dried,Seller-style listing for SouthernPineLumber 2x6x8 Kiln Dried. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,2x6x8,Southern Pine Lumber,SouthernPineLumber,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
LLX-0165,Contractor Catalog,southern pine lumber 4 x 4 x 8 No. 2,Seller-style listing for southern pine lumber 4 x 4 x 8 No. 2. Intended category: Structural lumber. Use normalized mapping with caution when ambiguity is medium.,Southern Yellow Pine,Southern Pine,Structural lumber,None,4x4x8,Southern Pine Lumber,southern pine lumber,Medium,No,Southern Pine includes multiple pine species; SYP and yellow pine are common commercial terms.,public terminology + synthetic seller-style alias,https://www.spib.org/glossary; https://www.spib.org/wood-services/lumber-grading-rules
